# Number of entries
12774
# Timestamp EmployeeID Location
120	1346	856
120	1177	749
120	1326	1284
120	1267	856
120	1687	963
120	1116	103
120	1120	214
120	1174	642
120	1115	103
120	1183	963
120	1331	1391
120	1131	321
120	1186	1070
120	1453	1070
120	1831	103
120	1695	1070
120	1580	1284
120	1195	535
120	1552	856
120	1133	428
120	1671	1605
120	1735	103
120	1145	1070
120	1147	321
120	1117	103
120	1727	103
120	1247	1177
120	1141	856
120	1711	103
120	1111	103
120	1441	856
120	1743	103
120	1559	963
120	1114	103
120	1192	428
120	1137	642
120	1429	1498
120	1143	963
120	1113	103
120	1417	1284
120	1351	963
120	1189	1177
120	1139	749
120	1255	3737
120	1112	103
120	1171	535
120	1538	1498
120	1149	428
120	1336	642
120	1356	1070
120	1118	856
120	1545	1605
120	1259	642
120	1316	1070
120	1594	1498
120	1198	642
120	1587	1391
120	1135	535
120	1531	1391
120	1719	103
120	1321	1177
120	1703	1177
121	1263	749
121	1145	1070
121	1147	321
121	1311	963
121	1143	963
121	1331	1391
121	1679	1712
121	1580	1284
121	1727	515
121	1231	749
121	1417	1284
121	1113	515
121	1192	428
121	1135	535
121	1133	428
121	1180	856
121	1239	963
121	1115	515
121	1687	963
121	1321	1177
121	1247	1177
121	1447	963
121	1131	321
121	1259	642
121	1116	515
121	1267	856
121	1735	515
121	1711	1284
121	1465	1284
121	1559	963
121	1119	963
121	1453	1070
121	1112	515
121	1831	515
121	1186	1070
121	1356	1070
121	1235	856
121	1695	1070
121	1326	1284
121	1594	1498
121	1351	963
121	1531	1391
121	1719	515
121	1346	856
121	1545	1605
121	1243	1070
121	1251	1284
121	1587	1391
121	1441	856
121	1743	515
121	1177	749
121	1671	1605
121	1573	1177
121	1703	1177
121	1114	515
121	1189	1177
121	1423	1391
121	1171	535
121	1139	749
121	1429	1498
121	1538	1498
121	1255	535
121	1120	214
121	1552	856
121	1435	749
121	1411	1177
121	1117	515
121	1459	1177
121	1141	856
121	1149	428
121	1195	535
121	1118	515
121	1566	1070
121	1174	642
121	1198	642
121	1341	749
121	1183	963
121	1336	642
121	1111	515
121	1316	1070
122	1263	749
122	1177	749
122	1251	1284
122	1171	535
122	1316	1070
122	1423	1391
122	1112	515
122	1580	2727
122	1453	1070
122	1259	642
122	1336	642
122	1135	535
122	1198	642
122	1192	428
122	1743	515
122	1719	1391
122	1417	1284
122	1695	1070
122	1671	1605
122	1566	1070
122	1311	963
122	1341	749
122	1120	214
122	1587	1391
122	1239	963
122	1411	1177
122	1133	428
122	1351	963
122	1149	428
122	1143	963
122	1116	515
122	1429	1498
122	1115	515
122	1321	1177
122	1235	856
122	1243	1070
122	1441	856
122	1114	515
122	1545	1605
122	1465	1284
122	1186	1070
122	1117	515
122	1356	1070
122	1594	1498
122	1131	321
122	1111	515
122	1195	535
122	1559	963
122	1459	1177
122	1247	1177
122	1141	856
122	1538	1498
122	1183	963
122	1145	1070
122	1447	963
122	1552	856
122	1531	1391
122	1573	1177
122	1679	1712
122	1326	1284
122	1137	642
122	1331	1391
122	1139	749
122	1118	515
122	1180	856
122	1727	515
122	1687	963
122	1703	1177
122	1231	749
122	1147	321
122	1711	1284
122	1831	515
122	1189	1177
122	1267	856
122	1735	515
122	1435	749
122	1255	535
122	1113	515
122	1346	856
122	1119	963
123	1341	749
123	1316	1070
123	1321	1177
123	1411	1177
123	1115	824
123	1743	824
123	1267	856
123	1139	749
123	1239	963
123	1711	1284
123	1545	1605
123	1149	428
123	1326	1284
123	1346	856
123	1111	824
123	1356	1070
123	1552	856
123	1131	321
123	1566	1070
123	1231	749
123	1435	749
123	1255	535
123	1195	535
123	1171	535
123	1135	535
123	1137	642
123	1235	856
123	1703	1177
123	1147	321
123	1453	1070
123	1429	1498
123	1573	1177
123	1465	1284
123	1112	824
123	1145	1070
123	1459	1177
123	1180	856
123	1113	824
123	1687	963
123	1186	1070
123	1174	642
123	1251	1284
123	1351	963
123	1441	856
123	1133	428
123	1177	749
123	1580	1284
123	1727	1498
123	1247	1177
123	1183	963
123	1531	1391
123	1336	642
123	1447	963
123	1423	1391
123	1679	1712
123	1695	1070
123	1116	824
123	1417	1284
123	1538	1498
123	1831	824
123	1117	824
123	1141	856
123	1594	1498
123	1587	1391
123	1198	642
123	1559	963
123	1263	749
123	1331	1391
123	1719	1391
123	1735	824
123	1192	428
123	1259	642
123	1189	1177
123	1120	824
123	1118	824
123	1143	963
123	1114	824
124	1331	1391
124	1137	1442
124	1263	749
124	1133	428
124	1671	1605
124	1587	1391
124	1243	1070
124	1531	1391
124	1695	1070
124	1559	963
124	1119	963
124	1465	1284
124	1139	749
124	1711	1284
124	1679	1712
124	1687	963
124	1719	8343
124	1267	856
124	1118	618
124	1459	6489
124	1831	618
124	1435	749
124	1346	856
124	1336	642
124	1135	535
124	1594	1498
124	1111	618
124	1239	963
124	1743	618
124	1177	2472
124	1326	1284
124	1174	642
124	1141	856
124	1552	856
124	1145	1070
124	1180	856
124	1351	963
124	1113	618
124	1566	1070
124	1580	7313
124	1143	963
124	1417	1284
124	1423	1391
124	1231	749
124	1120	618
124	1429	1498
124	1573	1177
124	1114	618
124	1235	3399
124	1115	618
124	1411	1177
124	1195	535
124	1189	1177
124	1341	749
124	1131	618
124	1255	535
124	1192	428
124	1538	1498
124	1447	963
124	1259	642
124	1149	428
124	1112	618
124	1117	618
124	1316	1070
124	1147	321
124	1183	963
124	1247	1177
124	1321	1177
124	1116	618
124	1251	1284
124	1198	642
124	1703	1177
124	1735	1605
124	1727	1498
124	1356	5459
124	1545	1605
124	1311	4223
124	1453	1070
125	1180	856
125	1356	1070
125	1711	1284
125	1139	749
125	1594	1498
125	1195	535
125	1346	856
125	1174	642
125	1580	1284
125	1131	1030
125	1538	1498
125	1186	1070
125	1326	1284
125	1198	642
125	1177	749
125	1243	1070
125	1239	963
125	1114	1030
125	1251	1284
125	1719	1391
125	1429	1498
125	1831	1030
125	1435	749
125	1183	963
125	1559	963
125	1545	1605
125	1120	1030
125	1465	1284
125	1137	642
125	1133	1030
125	1267	856
125	1316	1070
125	1573	1177
125	1112	1030
125	1336	642
125	1247	1177
125	1145	1070
125	1321	1177
125	1587	1391
125	1531	1391
125	1552	856
125	1743	1712
125	1119	963
125	1141	856
125	1423	1391
125	1263	749
125	1113	1030
125	1441	856
125	1235	856
125	1116	1030
125	1143	963
125	1695	1070
125	1231	749
125	1149	428
125	1453	1070
125	1351	963
125	1255	535
125	1417	1284
125	1135	535
125	1259	642
125	1117	1030
125	1192	428
125	1679	1712
125	1671	1605
125	1341	749
125	1735	1605
125	1171	535
125	1115	1030
125	1703	1177
125	1111	1030
125	1727	1498
125	1566	1070
125	1447	963
125	1459	1177
125	1311	963
125	1189	1177
125	1331	1391
125	1411	1177
125	1118	1030
125	1687	963
125	1147	321
126	1174	642
126	1195	535
126	1417	1284
126	1143	963
126	1341	749
126	1346	856
126	1316	1070
126	1559	963
126	1573	1177
126	1679	1712
126	1139	749
126	1263	749
126	1459	1177
126	1189	1177
126	1145	1070
126	1441	856
126	1198	642
126	1118	927
126	1429	1498
126	1114	927
126	1141	856
126	1311	963
126	1149	428
126	1135	927
126	1587	1391
126	1545	1605
126	1531	1391
126	1321	1177
126	1423	1391
126	1235	856
126	1552	856
126	1435	749
126	1695	1070
126	1687	963
126	1120	927
126	1113	927
126	1133	927
126	1735	1605
126	1594	1498
126	1580	1284
126	1711	1284
126	1115	927
126	1743	1712
126	1117	927
126	1255	535
126	1411	1177
126	1447	963
126	1137	642
126	1566	1070
126	1331	1391
126	1453	1070
126	1177	749
126	1116	927
126	1186	1070
126	1671	1605
126	1180	856
126	1183	963
126	1356	1070
126	1243	1070
126	1703	1177
126	1326	1284
126	1465	1284
126	1351	963
126	1147	321
126	1131	927
126	1247	1177
126	1727	1498
126	1267	856
126	1259	642
126	1231	749
126	1239	963
126	1111	927
126	1171	535
126	1192	428
126	1719	1391
126	1112	927
126	1831	1819
126	1251	1284
126	1119	963
126	1538	1498
126	1336	642
127	1141	856
127	1255	535
127	1114	1236
127	1243	1070
127	1147	321
127	1545	1605
127	1687	963
127	1311	963
127	1538	1498
127	1143	963
127	1180	856
127	1459	1177
127	1267	856
127	1465	1284
127	1429	1498
127	1831	1819
127	1118	1236
127	1120	1236
127	1719	1391
127	1112	1236
127	1695	1070
127	1594	1498
127	1331	1391
127	1111	107
127	1453	1070
127	1447	963
127	1174	642
127	1743	1712
127	1145	1070
127	1171	535
127	1587	1391
127	1186	1070
127	1573	1177
127	1417	1284
127	1351	963
127	1559	963
127	1435	749
127	1703	1177
127	1259	642
127	1116	1236
127	1135	1236
127	1727	1498
127	1326	1284
127	1251	1284
127	1192	428
127	1423	1391
127	1139	749
127	1566	1070
127	1113	1236
127	1195	535
127	1552	856
127	1735	1605
127	1183	963
127	1356	1070
127	1671	1605
127	1316	1070
127	1189	1177
127	1711	1284
127	1411	1177
127	1336	642
127	1115	1236
127	1346	856
127	1239	963
127	1247	1177
127	1263	749
127	1580	1284
127	1235	856
127	1133	1236
127	1679	1712
127	1131	1236
127	1117	1236
127	1341	749
